function	F01-21-GEL	F01-21-WAT	F04-21-GEL	F04-21-SED	F04-21-WAT	F07-20-COR	F07-20-GEL	F07-20-SED	F07-20-WMS	F07-21-COR	F07-21-GEL	F07-21-SED	F07-21-WAT	F09-21-GEL	F09-21-SED	F09-21-WAT	F09-21-WMS	F10-20-GEL	F10-20-SED	F10-20-WAT	F10-20-WMS	SEnd-1A-02-WMS	SEnd-1B-05-WMS	SEnd-1C-04-WMS	SEnd-1C-06-WMS	SEnd-1D-07-WMS	SEnd-2C-04-WMS	SEnd-2C-06-WMS	SEnd-2D-05-WMS	SEnd-2D-07-WMS	SEnd-2D-09-WMS	SEnd1-WAT	SEnd2-WAT	SEnd3-WAT	SSt1-1A-COR	SSt1-1A-GEL	SSt1-WMS	SSt2-1B-COR	SSt2-1B-GEL	SSt2-WMS	SSt3-1C-COR	SSt3-1C-GEL	SSt3-WMS	SSt4-1D-COR	SSt4-1D-GEL	SSt4-WMS	SSt5-2C-COR	SSt5-2C-GEL	SSt5-WMS	SSt6-2D-COR	SSt6-2D-GEL	SSt6-WMS	WEnd1-WAT	WEnd2-WAT	WEnd3-WAT	WSt1-1A-04-GEL	WSt1-1A-COR	WSt1-WMS	WSt2-1A-05-GEL	WSt2-1C-COR	WSt2-WMS	WSt3-1A-06-GEL	WSt3-2C-COR	WSt3-WMS
RXN-709	0.0	72.0	739.0	623.0	0.0	381.0	0.0	0.0	290.0	0.0	0.0	999.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	64.0	0.0	567.0	0.0	288.0	399.75	0.0	0.0	267.0	0.0	0.0	198.0	0.0	0.0	186.0	0.0	0.0	389.0	19.0	0.0	0.0	28.5	531.0	0.0	445.0	14.0	0.0	190.0	497.0	0.0	0.0
RXN-7241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7253	11898.0	12919.5	10361.0	6874.0	10919.0	5220.5	3614.0	2406.5	7308.62	8632.0	11327.5	10552.83	8948.5	11362.0	6398.5	11235.0	9016.74	8821.17	1359.0	10600.33	9980.5	10373.33	7959.0	12197.0	9567.5	7681.17	6060.16	6054.67	7156.5	7574.0	7589.17	8575.119999999999	6612.2	7951.25	6479.27	12618.75	8095.17	7899.5	13121.0	11803.17	7177.860000000001	8356.77	8376.8	8325.0	10274.0	6984.0	5728.0	12797.5	7785.0	4537.0	7335.5	7182.5	6307.98	13542.58	16665.0	9540.5	9701.5	9177.0	9165.0	5999.5	8901.0	7522.12	8930.5	8916.5
RXN-7421	2629.0	3667.0	5072.0	4210.5	5208.0	3681.5	853.0	545.0	1734.62	1808.5	3961.5	5371.33	2533.5	1839.5	3212.0	6264.5	1900.0	1430.67	1187.5	4936.66	1243.5	3844.99	4109.0	2367.0	2044.0	3109.67	2487.5	2487.01	3484.5	1002.5	2720.17	9545.62	5735.2	5162.25	2091.27	5198.83	3394.51	2464.0	2538.5	3692.01	1606.36	2040.77	2124.0	2746.0	3110.5	3974.0	1368.0	5241.5	4663.0	994.0	2037.0	1311.5	2366.23	10739.58	11256.0	3691.0	4362.0	2406.5	3701.5	3324.0	2120.0	3625.62	3528.0	1682.5
RXN-7561	495.5	240.5	930.0	2030.0	246.0	335.0	221.0	161.0	901.62	236.5	975.0	939.33	241.0	438.0	319.0	522.0	620.5	672.6700000000001	932.0	1346.0	1064.0	0.0	777.0	0.0	202.0	242.67	1890.0	62.0	2033.0	0.0	2848.0	980.74	842.32	222.25	444.27	1617.34	1359.0	826.0	0.0	2338.5	173.36	211.27	1344.5	557.0	754.0	116.0	131.0	526.5	1093.5	236.0	0.0	1012.0	1744.03	243.08	1598.0	709.0	2300.0	592.5	620.0	975.0	1210.5	342.12	810.0	284.0
RXN-7566	0.0	0.0	0.0	189.0	0.0	0.0	0.0	105.0	914.25	54.25	0.0	150.5	0.0	351.25	0.0	0.0	833.25	0.0	0.0	0.0	711.0	465.0	390.0	0.0	0.0	909.0	0.0	651.0	0.0	1050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7567	734.0	428.0	650.0	0.0	1684.0	513.0	168.0	80.0	0.0	0.0	526.0	0.0	726.0	182.0	968.0	1461.0	882.0	78.0	0.0	1404.0	510.0	0.0	0.0	696.0	0.0	0.0	0.0	0.0	296.0	267.0	0.0	0.0	1423.0	1394.0	0.0	0.0	0.0	0.0	2176.0	0.0	368.0	1139.0	0.0	0.0	890.0	948.0	0.0	536.0	170.0	0.0	0.0	0.0	16.75	1204.0	739.0	1155.0	0.0	0.0	2350.0	524.0	543.0	2190.0	248.0	324.0
RXN-7573	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7607	14428.0	14297.5	13960.5	11154.43	13179.5	7759.5	8985.29	2651.0	12139.5	11586.25	15077.5	13737.7	12445.0	15800.75	5570.0	11815.5	12251.25	11989.32	2434.0	11344.83	11640.4	12505.33	11649.5	14468.75	14715.0	9353.76	8783.58	8822.67	9805.25	9124.25	9805.25	7931.360000000001	8264.6	6676.25	8802.58	22377.08	11365.17	9621.0	12836.5	19616.92	8962.44	11914.08	12608.1	11008.5	13846.5	11061.75	7858.0	14407.5	13093.0	6549.1	8598.9	10882.97	6349.139999999999	11963.24	17270.5	13647.0	11929.0	12817.0	11129.5	10989.0	13514.0	8927.86	14666.0	13619.0
RXN-7609	14428.0	14297.5	13960.5	11154.43	13179.5	7759.5	8985.29	2651.0	12139.5	11586.25	15077.5	13737.7	12445.0	15800.75	5570.0	11815.5	12251.25	11989.32	2434.0	11344.83	11640.4	12505.33	11649.5	14468.75	14715.0	9353.76	8783.58	8822.67	9805.25	9124.25	9805.25	7931.360000000001	8264.6	6676.25	8802.58	22377.08	11365.17	9621.0	12836.5	19616.92	8962.44	11914.08	12608.1	11008.5	13846.5	11061.75	7858.0	14407.5	13093.0	6549.1	8598.9	10882.97	6349.139999999999	11963.24	17270.5	13647.0	11929.0	12817.0	11129.5	10989.0	13514.0	8927.86	14666.0	13619.0
RXN-7614	6272.5	5666.5	5394.0	3863.5	5398.0	1982.0	3500.0	946.0	3240.62	5027.0	5417.0	5087.33	5388.5	7238.0	985.5	4753.0	3273.0	6405.17	511.0	4055.83	3620.9	1757.0	2858.0	3936.5	3229.0	2039.17	2151.5	2394.5	2072.0	2795.5	2629.5	2650.5	2585.33	2783.0	2663.77	7399.25	3250.0	3212.0	5317.0	5859.5	3173.36	5277.27	3663.8	3341.5	4403.5	3067.5	2613.5	4703.0	2667.0	2208.6	4382.9	2910.4	4931.53	4853.33	5621.5	5131.5	3407.5	5277.5	3897.0	2572.0	4640.0	2469.62	4583.0	6217.5
RXN-7644	1770.0	0.0	2517.0	2405.5	480.0	78.0	472.0	352.5	1377.0	940.0	2419.5	2921.5	3.0	2003.0	399.0	153.0	710.6700000000001	1798.0	340.0	319.0	847.0	1428.0	518.0	2235.0	1803.0	290.0	0.0	716.0	619.0	1548.5	129.5	0.0	171.0	365.0	404.0	2610.0	1398.0	367.0	1459.0	1295.5	942.5	1871.0	1478.0	249.0	1287.0	656.5	425.5	3554.0	500.5	195.0	698.0	1173.0	3308.75	91.0	545.0	1643.0	785.0	924.0	1180.0	590.5	476.0	1845.5	970.0	1441.5
RXN-7657	11906.0	12795.5	13334.0	13199.36	10587.5	6020.5	3733.08	3174.0	10137.89	8967.75	12803.5	14901.41	9061.0	11815.25	5173.5	12264.5	10521.32	9004.46	2340.0	11211.49	11150.5	12233.16	10075.5	10652.0	7414.0	7605.51	6781.0	7692.84	8531.0	6469.0	9226.17	12921.74	10188.48	7223.25	7173.81	16950.16	8641.84	8681.0	12381.5	13793.84	6380.08	9663.31	9831.9	8751.0	13495.0	7713.0	5840.5	14653.5	9706.0	5839.0	9200.5	6470.139999999999	14207.09	14795.24	17615.5	10088.0	10456.5	10386.0	9376.5	7778.5	12456.5	10348.36	9107.5	9912.0
RXN-7667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	130.0	89.0	170.0	208.0	300.0	0.0	0.0	0.0	177.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	195.0	0.0	0.0	116.0	0.0	0.0	118.0	0.0	0.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7668	454.5	0.0	345.0	355.0	0.0	58.5	102.0	74.5	1348.0	565.5	513.0	40.0	81.5	252.0	315.0	559.0	570.0	205.0	89.0	265.0	743.5	1252.0	1456.0	1917.5	2133.0	358.0	234.0	819.5	549.5	1254.0	354.0	20.0	148.0	620.0	76.0	263.5	943.5	586.5	36.5	2346.5	398.5	167.0	1960.0	159.0	293.0	709.0	63.5	292.5	1124.5	285.0	357.5	2169.0	124.0	688.5	1232.0	224.5	281.5	303.5	145.0	172.0	413.5	334.0	111.5	367.0
RXN-7669	11531.0	9194.5	8154.5	7943.93	7263.0	3501.0	5419.79	2098.0	7010.01	8577.25	11009.0	10012.04	8356.0	12401.75	3778.0	6149.5	7624.35	9987.31	1279.0	7330.33	7951.5	8667.33	7511.0	10270.5	8047.5	5884.17	4064.5	6361.17	5152.5	6768.5	5135.0	3857.62	4069.7	4084.75	6004.77	11729.67	6635.92	5983.5	11169.25	10843.17	5278.360000000001	9172.27	7854.0	6522.0	9655.5	6919.5	4675.0	9996.0	6933.0	4171.5	6475.0	6463.07	3840.28	6811.08	8922.0	8317.5	7687.5	9001.5	7121.0	4977.5	8738.0	5528.62	8842.5	9487.5
RXN-7682	4279.0	2305.5	1124.0	1771.5	2644.0	1711.0	2465.0	586.0	1834.0	1594.0	999.0	1230.0	860.0	2726.0	2039.0	2538.5	1857.0	1997.0	2091.0	3408.0	2027.5	1634.66	2540.0	3371.0	1339.0	2382.34	3452.0	2111.34	3689.0	853.5	3005.0	1640.0	2582.66	1871.0	1463.0	2916.84	2897.34	1453.0	3654.5	3038.34	853.0	2325.0	2444.5	1472.0	3006.0	4156.0	764.0	2758.0	2268.0	859.0	472.0	1654.0	3293.66	4666.16	3172.0	3276.0	3060.0	1012.0	7470.0	2883.0	2386.0	4109.0	2890.0	955.0
RXN-7683	2888.5	3364.5	756.0	144.5	1448.5	27.0	853.5	437.5	274.0	2213.0	2103.5	865.0	2372.0	3184.5	0.0	1784.5	1280.0	2657.0	93.0	2272.5	2352.0	258.0	517.0	1991.5	763.0	836.0	903.0	951.5	841.0	854.0	1599.0	677.0	1061.5	765.5	921.5	1558.0	815.0	1237.5	4011.0	1575.5	910.0	1931.0	1369.0	1656.0	2632.5	783.5	1025.5	842.5	471.5	885.5	1387.0	184.0	229.0	1885.0	1236.0	578.0	467.0	1950.5	835.0	523.0	2294.5	367.5	474.5	1662.5
RXN-7693	11906.0	12795.5	13334.0	13199.36	10587.5	6020.5	3733.08	3174.0	10137.89	8967.75	12803.5	14901.41	9061.0	11815.25	5173.5	12264.5	10521.32	9004.46	2340.0	11211.49	11150.5	12233.16	10075.5	10652.0	7414.0	7605.51	6781.0	7692.84	8531.0	6469.0	9226.17	12921.74	10188.48	7223.25	7173.81	16950.16	8641.84	8681.0	12381.5	13793.84	6380.08	9663.31	9831.9	8751.0	13495.0	7713.0	5840.5	14653.5	9706.0	5839.0	9200.5	6470.139999999999	14207.09	14795.24	17615.5	10088.0	10456.5	10386.0	9376.5	7778.5	12456.5	10348.36	9107.5	9912.0
RXN-7694	11906.0	12795.5	13334.0	13199.36	10587.5	6020.5	3733.08	3174.0	10137.89	8967.75	12803.5	14901.41	9061.0	11815.25	5173.5	12264.5	10521.32	9004.46	2340.0	11211.49	11150.5	12233.16	10075.5	10652.0	7414.0	7605.51	6781.0	7692.84	8531.0	6469.0	9226.17	12921.74	10188.48	7223.25	7173.81	16950.16	8641.84	8681.0	12381.5	13793.84	6380.08	9663.31	9831.9	8751.0	13495.0	7713.0	5840.5	14653.5	9706.0	5839.0	9200.5	6470.139999999999	14207.09	14795.24	17615.5	10088.0	10456.5	10386.0	9376.5	7778.5	12456.5	10348.36	9107.5	9912.0
RXN-7699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
RXN-7700	11906.0	12795.5	13334.0	13199.36	10587.5	6020.5	3733.08	3174.0	10137.89	8967.75	12803.5	14901.41	9061.0	11815.25	5173.5	12264.5	10521.32	9004.46	2340.0	11211.49	11150.5	12233.16	10075.5	10652.0	7414.0	7605.51	6781.0	7692.84	8531.0	6469.0	9226.17	12921.74	10188.48	7223.25	7173.81	16950.16	8641.84	8681.0	12381.5	13793.84	6380.08	9663.31	9831.9	8751.0	13495.0	7713.0	5840.5	14653.5	9706.0	5839.0	9200.5	6470.139999999999	14207.09	14795.24	17615.5	10088.0	10456.5	10386.0	9376.5	7778.5	12456.5	10348.36	9107.5	9912.0
RXN-7706	11906.0	12795.5	13334.0	13199.36	10587.5	6020.5	3733.08	3174.0	10137.89	8967.75	12803.5	14901.41	9061.0	11815.25	5173.5	12264.5	10521.32	9004.46	2340.0	11211.49	11150.5	12233.16	10075.5	10652.0	7414.0	7605.51	6781.0	7692.84	8531.0	6469.0	9226.17	12921.74	10188.48	7223.25	7173.81	16950.16	8641.84	8681.0	12381.5	13793.84	6380.08	9663.31	9831.9	8751.0	13495.0	7713.0	5840.5	14653.5	9706.0	5839.0	9200.5	6470.139999999999	14207.09	14795.24	17615.5	10088.0	10456.5	10386.0	9376.5	7778.5	12456.5	10348.36	9107.5	9912.0
RXN-7710	11531.0	9194.5	8154.5	7943.93	7263.0	3501.0	5419.79	2098.0	7010.01	8577.25	11009.0	10012.04	8356.0	12401.75	3778.0	6149.5	7624.35	9987.31	1279.0	7330.33	7951.5	8667.33	7511.0	10270.5	8047.5	5884.17	4064.5	6361.17	5152.5	6768.5	5135.0	3857.62	4069.7	4084.75	6004.77	11729.67	6635.92	5983.5	11169.25	10843.17	5278.360000000001	9172.27	7854.0	6522.0	9655.5	6919.5	4675.0	9996.0	6933.0	4171.5	6475.0	6463.07	3840.28	6811.08	8922.0	8317.5	7687.5	9001.5	7121.0	4977.5	8738.0	5528.62	8842.5	9487.5
RXN-7711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7716	12958.0	12743.5	17399.0	11114.43	14809.5	9534.5	8037.79	2631.5	11971.88	10514.75	14745.0	16860.37	12267.0	13818.25	7403.0	13117.0	10590.22	10944.98	2410.0	10716.83	9250.3	13622.41	11741.0	12589.75	11656.0	8505.59	7653.08	8294.34	8759.25	8774.75	8015.92	9840.12	8857.15	8119.75	9140.54	21953.0	10701.59	9852.0	9830.5	16409.59	9151.72	11075.04	10431.0	10261.0	10645.5	10353.25	7217.5	17271.0	11750.0	5814.7	9586.8	10487.37	11999.81	14790.41	19924.0	15762.0	14353.0	13277.5	12352.5	10531.0	11220.0	9455.74	16400.5	14229.0
RXN-7719	12958.0	12743.5	17399.0	11114.43	14809.5	9534.5	8037.79	2631.5	11971.88	10514.75	14745.0	16860.37	12267.0	13818.25	7403.0	13117.0	10590.22	10944.98	2410.0	10716.83	9250.3	13622.41	11741.0	12589.75	11656.0	8505.59	7653.08	8294.34	8759.25	8774.75	8015.92	9840.12	8857.15	8119.75	9140.54	21953.0	10701.59	9852.0	9830.5	16409.59	9151.72	11075.04	10431.0	10261.0	10645.5	10353.25	7217.5	17271.0	11750.0	5814.7	9586.8	10487.37	11999.81	14790.41	19924.0	15762.0	14353.0	13277.5	12352.5	10531.0	11220.0	9455.74	16400.5	14229.0
RXN-7737	5206.5	4735.0	2744.0	2975.0	2710.0	389.0	1635.0	959.5	3558.75	3596.75	5227.5	3113.5	2530.0	5564.25	744.5	2573.5	3036.42	4556.5	178.0	3152.0	4069.0	5836.83	3122.5	5077.5	3352.5	2835.5	937.0	3392.67	2276.5	3210.0	2173.5	737.0	1345.5	1901.0	1938.5	2393.0	2759.67	2070.5	5740.0	5073.67	2849.5	3869.0	3512.0	2393.0	4897.0	2404.5	2278.0	2663.0	2311.5	1638.0	3036.0	2645.0	1455.0	3178.0	4218.0	1992.0	2566.0	3281.0	1969.0	1291.5	3542.0	2051.5	2542.0	3325.5
RXN-7743	724.5	457.5	889.0	1383.0	870.0	739.0	576.0	25.0	2197.0	577.0	783.5	283.0	1363.0	810.0	269.0	947.5	1201.0	381.0	0.0	298.0	666.0	904.0	1359.0	1671.5	2397.0	669.0	265.5	1035.5	475.0	1479.0	524.0	368.5	461.5	302.0	336.0	1291.0	1573.5	330.5	81.0	2829.5	108.0	991.0	1889.0	292.0	258.0	900.5	332.0	964.5	1350.5	81.0	519.0	2380.0	200.0	505.0	395.0	1190.0	241.0	1085.5	1110.5	422.5	606.0	1223.5	953.5	1288.5
RXN-7774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7784	3486.5	3529.5	950.0	1493.0	1636.0	1078.5	1405.0	685.0	1045.0	2398.5	2033.0	3155.0	2897.0	4082.0	456.0	2233.0	1416.0	2758.5	424.0	1681.0	2650.0	484.0	1317.0	1905.0	608.0	1142.0	1129.0	870.0	961.5	957.0	2455.0	697.0	1160.0	1018.5	1228.5	2082.0	794.5	3158.5	4520.5	1541.0	1493.5	2482.5	1625.0	1770.0	3044.5	936.0	1215.0	1324.0	638.0	1379.5	2644.5	375.0	416.0	2104.5	1691.0	1789.0	731.5	3216.5	1959.0	764.5	3374.5	1132.5	726.0	2329.0
RXN-7793	227.5	0.0	190.0	109.0	0.0	0.0	187.0	137.0	0.0	40.0	174.5	292.0	0.0	467.5	319.0	0.0	0.0	105.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	123.0	51.0	29.0	464.5	0.0	0.0	280.5	0.0	0.0	0.0	44.0	220.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	142.0	0.0	0.0	284.0	28.5	0.0	29.0	105.0	0.0
RXN-7835	1276.0	971.0	1285.5	2716.0	1481.5	1444.5	461.0	165.5	2387.62	784.5	1082.0	2746.33	1633.5	559.0	423.0	1516.5	1186.5	614.6700000000001	738.0	2002.0	1044.4	1732.33	2532.0	1234.0	901.0	994.17	1752.5	2471.67	2142.0	373.5	2447.5	1316.12	1511.9499999999998	766.5	240.77	2465.92	1259.17	653.5	1246.5	2013.17	364.86	1054.27	1009.8	548.5	1582.0	561.0	387.5	772.0	1578.5	526.6	1000.9	728.4	1585.28	918.33	1564.5	1841.5	1317.0	1454.0	1111.0	1479.5	2216.0	1816.62	620.5	266.5
RXN-7836	460.5	244.0	739.0	2790.0	342.0	631.0	17.0	32.0	963.62	196.5	555.0	2547.33	382.0	223.0	0.0	723.5	582.5	371.67	704.0	1399.33	627.0	0.0	985.0	0.0	61.0	141.67000000000002	1238.5	62.0	1444.5	0.0	1996.0	1133.62	1148.2	273.25	218.27	1405.5	877.5	288.0	425.0	1611.5	9.36	886.77	874.0	356.0	1381.0	348.0	76.0	1087.5	988.5	236.0	475.0	525.0	1092.28	279.58	977.5	723.0	918.0	581.5	339.5	856.0	1489.5	1179.12	332.0	114.5
RXN-7838	10882.0	12082.0	23126.0	16252.43	11979.0	10186.0	6738.79	2633.0	12311.13	6983.25	12260.5	25018.87	11042.0	9838.25	9003.5	12763.0	6980.38	7816.48	3488.0	11548.33	7027.8	10004.32	14712.0	9481.25	7129.5	6203.59	11468.25	8801.18	10427.75	4081.5	13892.5	7767.74	6528.4	8745.5	8173.54	26699.43	8215.93	14758.5	11849.0	11666.43	5271.72	9551.54	6634.0	7573.0	9434.0	6589.5	5266.0	20129.0	8713.0	3920.7	8345.3	7163.370000000001	6456.01	14210.66	19113.0	20122.5	10175.0	15794.0	12624.5	8384.0	11744.5	10708.24	12539.0	9488.5
RXN-7871	0.0	1226.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	3164.0	0.0	0.0	0.0	902.0	0.0	0.0	0.0	0.0	0.0	61.5	0.0	0.0	0.0	0.0	0.0	2298.0	2666.0	1382.0	0.0	14.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2536.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-7903	1388.0	1340.0	2526.0	1492.0	2531.5	1507.0	1619.5	95.5	667.0	1188.0	1680.0	1678.0	2398.0	2005.5	275.5	1655.5	248.0	1678.5	0.0	680.0	125.9	68.0	591.0	89.0	275.0	186.0	1037.5	141.0	540.0	197.5	407.5	1774.5	779.5	882.5	564.0	3379.5	383.0	562.5	687.0	306.0	285.0	2119.0	278.8	554.5	417.0	751.0	438.0	2301.5	303.5	216.1	523.9	186.4	229.0	2025.5	1874.5	2071.5	880.5	1744.0	1919.0	1481.0	820.5	1214.0	2018.5	2178.0
RXN-7904	11402.0	11526.0	18951.0	12253.86	12095.5	8064.5	7784.08	3746.5	20247.77	9811.0	13779.5	15771.08	11472.5	12973.0	9631.5	13287.5	15227.73	9538.29	3415.0	12557.83	13216.3	24157.57	17949.0	21771.75	22129.5	12537.26	8914.75	14840.18	13749.25	15197.25	11965.59	8768.619999999999	8235.23	8821.5	8575.08	22381.01	14752.93	12355.0	9755.25	26047.93	7836.44	9089.58	16950.5	10337.5	10418.0	14423.25	7570.5	17997.5	19003.0	5538.2	7685.8	19280.94	8414.89	14135.99	19555.5	15283.0	11560.5	11732.0	11190.0	10663.5	11038.5	9495.24	14166.5	11945.5
RXN-7908	8174.5	8504.0	8137.5	5156.0	7231.5	3749.5	3993.0	1132.5	2372.12	5697.5	8843.0	7915.83	6588.0	8158.0	3136.5	7775.0	3946.67	6553.5	771.0	8026.83	4368.0	2017.0	3519.5	3970.5	2601.0	2997.17	4184.0	2106.5	3837.0	2517.5	4544.0	5662.62	5482.7	4975.25	4121.27	9582.25	4419.0	5130.5	6247.25	6069.0	4711.860000000001	6510.27	3798.5	5171.0	5214.5	3953.0	3467.0	8226.0	3623.5	2496.5	4135.0	2248.5	1777.08	9193.58	9665.5	7279.5	6059.5	7022.5	6054.0	4274.0	6133.5	4722.12	7162.0	6633.0
RXN-7911	1276.0	971.0	1285.5	2716.0	1481.5	1444.5	461.0	165.5	2387.62	784.5	1082.0	2746.33	1633.5	559.0	423.0	1516.5	1186.5	614.6700000000001	738.0	2002.0	1044.4	1732.33	2532.0	1234.0	901.0	994.17	1752.5	2471.67	2142.0	373.5	2447.5	1316.12	1511.9499999999998	766.5	240.77	2465.92	1259.17	653.5	1246.5	2013.17	364.86	1054.27	1009.8	548.5	1582.0	561.0	387.5	772.0	1578.5	526.6	1000.9	728.4	1585.28	918.33	1564.5	1841.5	1317.0	1454.0	1111.0	1479.5	2216.0	1816.62	620.5	266.5
RXN-7913	8696.5	9922.5	9123.0	7456.93	9478.0	4857.0	4782.29	1963.5	8240.51	6624.75	9169.5	9244.54	7956.0	9198.75	4196.5	8272.5	7410.85	7625.809999999999	1365.0	7844.83	6953.4	10269.33	8352.5	9512.0	9227.5	5940.17	4804.0	5800.67	6281.5	6835.0	5965.67	6692.62	5659.2	5375.25	5420.77	11542.25	6723.17	6032.5	7347.5	11190.17	5938.860000000001	7273.77	7767.8	6365.5	6839.5	6269.5	4706.0	9063.5	7911.0	3853.1	5730.4	7728.47	7183.28	10581.58	12775.5	8512.0	8082.0	8403.5	6704.0	6492.5	7572.0	5658.62	9684.5	8889.0
RXN-7919	4928.0	6511.5	3842.0	4212.929999999999	4781.5	2568.5	1991.79	1054.5	2048.26	3432.5	4850.0	5645.04	4314.0	4680.5	2400.0	5996.0	2555.9300000000003	3699.81	836.0	5892.83	3317.0	2048.33	2705.5	2959.0	1863.0	2057.67	2971.5	2556.67	3150.5	1323.0	3909.17	4821.24	4368.82	3251.75	2979.27	6051.5	2489.67	3708.0	5322.5	3083.17	2885.36	3749.77	2222.5	3934.0	4352.5	1759.5	2422.5	5063.5	2345.5	2193.5	4081.0	1031.07	1776.28	7106.58	6981.0	3486.0	4266.0	4322.0	3646.0	3263.0	4464.5	3335.12	4077.0	3451.5
RXN-7929	830.5	691.0	2033.0	2413.86	793.0	1596.0	161.57999999999998	90.0	1690.03	484.0	1403.0	1624.42	471.0	475.0	756.5	580.0	1053.56	255.28	364.0	688.0	877.5	2876.08	2444.0	1965.25	2737.5	1956.75	1308.58	983.17	847.75	1356.75	1133.75	1061.0	748.0	504.0	828.5	2676.0	972.92	1648.0	1580.75	1862.92	173.0	813.0	1064.4	674.0	1377.0	1368.25	442.5	2330.5	1456.0	369.5	389.0	1337.14	986.45	1440.0	1359.5	1838.0	683.0	1670.0	2177.0	776.0	962.0	2082.0	634.5	178.0
