"","SEnd.1A.02.WMS","SEnd.1B.05.WMS","SEnd.1C.04.WMS","SEnd.1C.06.WMS","SEnd.1D.07.WMS","SEnd.2C.04.WMS","SEnd.2C.06.WMS","SEnd.2D.05.WMS","SEnd.2D.07.WMS","SEnd.2D.09.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS"
"ASV203",0,0,0,0,0,0,0,0.00794646591384358,0,0,0,0.00322420634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV668",0,0,0,0,0,0,0.0378548895899054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022274325908558
"ASV978",0,0,0,0.00373948270489249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11430972893465,0,0,0.0241645244215938,0,0,0.0650446066504461,0.0272241761104598,0,0.0224205716714483,0,0,0,0
"ASV713",0,0,0,0,0,0,0,0,0,0,0.0136730888750777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV934",0,0,0,0,0,0,0,0,0,0,0.00668116842759478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV690",0,0,0.00909956618347265,0,0,0,0,0,0,0,0,0,0.00366578182277841,0,0,0.00816894064482489,0,0,0,0,0,0,0,0,0,0,0,0
"ASV6",0.00650549450549451,0.0153947657796349,0,0.0112184481146775,0.0159718144450969,0,0,0.00348529206747525,0.00432023761306872,0,0.181013051584835,0,0.00455062571103527,0.0544367526746381,0,0.0120796037194751,0.0570809248554913,0,0,0.0795798468933594,0,0,0.1164265129683,0,0.00533642691415313,0.0790805567271194,0.00740889066880256,0.0256740914419695
"ASV325",0,0,0,0.0172431702503376,0,0,0,0,0,0,0,0,0.0136518771331058,0,0,0.0102546276179717,0,0,0.0217980136721269,0,0,0.00573140549693891,0,0,0,0,0,0.0253223915592028
"ASV791",0,0,0,0,0,0,0,0,0,0,0,0,0.00897484515231955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1082",0.00140659340659341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV466",0,0,0,0,0,0,0,0,0,0,0,0.0135582010582011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1056",0,0,0.00232779600042324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497429305912596,0,0,0,0,0,0.0121134842205929,0,0,0,0
"ASV829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655526992287918,0,0,0,0,0,0,0,0,0,0
"ASV313",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229704216488357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV456",0.0192527472527473,0.016054541455905,0,0,0,0,0,0,0,0,0,0,0.0294526608519783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV257",0,0,0,0,0,0,0,0,0,0,0,0,0,0.039647577092511,0,0,0,0,0,0.0078333630051629,0,0,0,0,0,0,0,0
"ASV635",0.00949450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313090985501156,0,0,0,0,0,0.0089213300892133,0,0,0,0,0,0,0
"ASV234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153698366954851,0,0,0,0,0
"ASV451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022013807476879,0,0,0,0,0,0
"ASV839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895953757225434,0,0,0.00320455759302119,0,0,0,0,0,0,0,0
"ASV1042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290023201856148,0,0,0
"ASV479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139045798209785,0,0,0.0127692506126661,0,0,0,0,0,0.011368909512761,0,0,0
"ASV13",0.0269010989010989,0.0116560369474379,0.0237011956406729,0.0132959385062844,0,0,0,0.0376411543287327,0.073039017145943,0.0287459575997125,0,0,0.0332448489445076,0,0,0.0183366646389154,0,0,0.0232168192957565,0,0,0.0291780643480526,0,0,0.032830626450116,0,0,0.0474794841735053
"ASV158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422039859320047,0,0,0,0,0,0
"ASV944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592485549132948,0,0,0,0,0,0,0,0,0,0,0
"ASV166",0,0,0,0,0,0,0,0.00850411264463962,0,0,0.0141392169049099,0,0,0,0,0,0,0,0,0.00302652661563112,0,0,0,0,0,0,0,0
"ASV636",0.00949450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1083",0,0,0,0,0,0,0,0,0,0,0.00248601615910503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV838",0,0,0.00412654745529574,0,0,0,0,0,0,0,0,0.00512566137566138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV769",0.00650549450549451,0.00219925225423356,0,0,0,0,0,0,0,0.00952209845490478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV447",0,0,0,0.0177625428482393,0.0180857310628303,0,0,0.0296946884148892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV170",0.0315604395604396,0,0,0.0446660434195492,0.0414562536699941,0,0,0,0,0.0222781171397772,0,0,0,0,0,0.0118188928478318,0,0,0.0318586353669547,0,0,0,0,0,0.0254060324825986,0,0,0.0201641266119578
"ASV64",0,0,0,0,0,0,0,0.0117105813467169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547479484173505
"ASV653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070694087403599,0,0.0183371906711768,0,0,0,0,0,0,0,0
"ASV63",0.00782417582417582,0,0,0,0,0,0,0,0,0.0127560186848724,0,0,0,0,0,0,0,0,0.0264413775312782,0,0,0.0177152533541748,0,0,0.0147331786542923,0,0,0.017936694021102
"ASV298",0,0.0156146910050583,0,0.0224368962293549,0,0,0,0,0,0,0,0,0,0,0,0.0108629529851395,0,0,0.0117373919772991,0,0,0.0101602188354826,0,0,0.0110208816705336,0,0,0.0264947245017585
"ASV199",0,0,0,0,0,0,0,0,0,0,0.0295214418893723,0.0015707671957672,0,0.0176211453744493,0,0,0,0,0,0,0,0,0.0182516810758886,0,0,0.0415436524673134,0,0
"ASV66",0,0,0,0,0.00458015267175573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV157",0,0.0301297558829998,0.00444397418262618,0,0.00892542571931885,0.00145067698259188,0,0,0,0,0,0,0,0,0,0.0281567741374815,0,0,0,0,0,0,0,0,0,0,0,0
"ASV84",0,0.0265009896635144,0.00984022854724368,0,0.021491485613623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765062161300606,0,0,0,0
"ASV816",0,0,0,0,0,0,0,0,0,0,0.0104101926662523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV31",0,0,0.0121680245476669,0.0603510958761816,0,0,0.0257623554153523,0,0.0360469825840421,0,0,0,0.0145367210213627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV504",0,0,0,0,0.00728126834997064,0,0.0261128636522958,0,0,0,0,0,0,0,0,0.0119057964717129,0,0,0,0,0,0,0,0,0,0,0,0
