"","sa1","sa2","sa3","sa4","sa5","sa6","sa7","sa8","sa9","sa10","sa11","sa12","sa13","sa14","sa15","sa16","sa17","sa18","sa19","sa20","sa21","sa35","sa36","sa37","sa38","sa39","sa40","sa41","sa42","sa43","sa44","sa45","sa46","sa47","sa48","sa49","sa50","sa51","sa52","sa56","sa57","sa59","sa60","sa62","sa63"
"PWY-7456",0.000415233883803688,0,0,0.000689963563214599,0,0,0,0,0.00153771039826735,0,0,0,0,0.00020599504871977,0,0,0.000750112986212629,0,0,0,0.000964521582546377,0,0.000125621494271332,0.000999610383728654,0,1.00041342721164e-05,0.00143035132995126,0.000339622994871546,0.000163669488236064,0.00188044051880622,0,0,0.000970575745638684,0,0.000232076490079165,0.000471990460245705,0.000887239828504355,0,0.00149484596139796,0.000588111012451105,0,0.000463771162551859,0,0.000458572871934255,0
"PWY-7527",0,0,0,0,0,0,0,0,0,0.00025147078696246,0,0,0,0,0,0,0,7.06963566854688e-05,0,0,0,0,7.27667918293591e-05,0,0,0.00116692296445324,0,0.000381926052605128,0.000120383921329087,0,0,0.000575747517061103,0,0,0,0,0,0.000121457402062362,0,0.000227700493731192,4.92113521352595e-05,3.89213650231974e-05,0,0,0
"PWY-7528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91715304130523e-05,0,0,0
"PWY-7539",0.00573749033162951,0.00627106107255404,0.00540852350570069,0.00515891257178015,0.00582694163114287,0.00600008198606617,0.00580068398685222,0.00541577261549238,0.00599128890344973,0.00620890769226487,0.00575984522569495,0.00572170026286509,0.00624376777556252,0.00597434161117143,0.00628084953055542,0.00631625538184259,0.00587016030751803,0.00589868872346668,0.0052077701230401,0.00593963801491774,0.00645971631722163,0.0061547030668313,0.00560486223995695,0.00592308357075415,0.00618354408351664,0.00638022903262729,0.00590280943860773,0.00652306886768209,0.00559814007705637,0.00618347053847349,0.00653482670273085,0.00609895512232391,0.00566018152491505,0.0062935275104958,0.00547390421661579,0.00570793382332891,0.00614720177913003,0.0055380550874674,0.00606667912787015,0.00589893710774914,0.00628654608634689,0.00510872804641685,0.00589827295030623,0.0051234154220475,0.00605182226782233
"PWY-7560",0.0045974116666642,0.00551099946685656,0.00438104983646727,0.00488471062558702,0.00480245024741048,0.00428280664703641,0.00335462466543657,0.00449139464291588,0.00502809362575994,0.0050741103757479,0.00452198693006936,0.00462544329676237,0.00501245311858448,0.00468842690379256,0.00526615917346895,0.00569761056376973,0.00543604265206891,0.00464149768601954,0.00426993219600482,0.00511783724817277,0.00561768211719192,0.00479897980402706,0.00358779367082853,0.00505926890101036,0.00488302804140291,0.00581163659491665,0.00532226529619728,0.00559412713768635,0.00432471107818431,0.00557109436472289,0.00595216689319428,0.00542676970611161,0.004754372995078,0.00585544684862965,0.00434548030213742,0.00559504299680411,0.00589223266239113,0.00597469254965219,0.00596111009665874,0.00385036125675262,0.00518916994127602,0.00402686698016779,0.00426954981032916,0.00424486663526433,0.00469861044790717
"PWY-7663",0.00955303021187548,0.0101565855166212,0.0119557914656696,0.0102441284724876,0.0101240027317031,0.010767089505016,0.0109381463008021,0.00803616992068057,0.008222205762827,0.00897551059115385,0.0105842832152152,0.010460051789698,0.0102953728065121,0.00925906476734673,0.0092015850612915,0.0100642756381697,0.00840229674333583,0.00939873058596279,0.00750225748015109,0.00903328467463018,0.00875686198490695,0.00979048334805518,0.0102660320286482,0.00839764938955286,0.00898757092478323,0.00868090314476984,0.00850081081215638,0.00933718106935919,0.0104831370630667,0.00880082592558521,0.00908109150609618,0.00907987986087558,0.00844360806023583,0.00904480839690066,0.0110669177251478,0.00871717973465046,0.00883867869576444,0.00920890303535469,0.00914568269651691,0.0101467784489519,0.00949751122058701,0.0111761298670725,0.0102649718438529,0.0110744325213371,0.0105287473514148
"PWY-7664",0.00446898779256844,0.00532816589968357,0.00571065653582042,0.00509311924065924,0.00559158320033661,0.00686888468279547,0.007129172538236,0.00319495428857174,0.00315114928212331,0.00310474519284688,0.00443435398060358,0.00483186297238021,0.00407152816604357,0.00463208024636609,0.00637228214867243,0.00567659812276512,0.00397932674205362,0.0035045513411744,0.00660367314469313,0.00586977241631713,0.00325440744602304,0.00477743273833863,0.00556536673457959,0.00441549722080304,0.0040227826369797,0.00286228608350125,0.0036655246006943,0.00358885687852558,0.00399093438306778,0.00407741990305389,0.00512790205258772,0.00395972591142917,0.00441030574261139,0.00272605726446533,0.006331800560375,0.0051652612463547,0.00367621190512172,0.00372219653978065,0.00296933146083085,0.00469608629450744,0.00645385560511496,0.0082355745380438,0.00537051398429543,0.00502175686429518,0.00473485205326217
"PWY-841",0.00672668417918026,0.00728922363513294,0.00707783131739281,0.00603916496472282,0.00692300738708005,0.00662963911273119,0.00711392722221024,0.00664592437994563,0.00662471879458727,0.00696427761131167,0.00696069286398512,0.00639485452098285,0.00713066624280973,0.00699289377186219,0.00692693244776745,0.00659378583774007,0.00649658156309604,0.00698735662260641,0.00567871536879497,0.00628442777190606,0.00689514035984645,0.00699707220542345,0.00652554692558277,0.00644187243258457,0.00687298055154044,0.00707526401444212,0.00672551154437144,0.00710514631323655,0.00682604081482533,0.00672759556770974,0.00704190031716281,0.00649188166770496,0.00659774524389928,0.00732430190700575,0.00668041419121067,0.00670377785544787,0.00698425677564663,0.00647557235871798,0.00736393644065656,0.00683117883185171,0.0067882855561542,0.0065317734618581,0.00695359686581973,0.00609530637796639,0.00726065024892251
"PWY-922",0.000370579377401713,0.000243580804156512,0,0.000254896134809343,0.000238765127899321,8.78528695378966e-05,0.000167566675539976,0.00141405137277627,0.00128149885702876,0.000468037516828421,0.000274995268061476,0.0010540074106209,0.000525552973389818,0,0.000123466809249113,0.000391356111952785,0.000522522461492785,0.000114001798458501,0,0.00046362622335351,0.000830813980171382,6.47781639786185e-05,0.000432028098038071,0.000706538842477687,0.000945524079610514,0.000151255663201651,0.001272519249749,3.53540863954063e-05,0.000469364912560543,0.00113182522732632,0.000211541370653716,0.000340528494965302,0.000427691841248651,0,0.000297550717094161,0.000292937231779714,0,0.000520150165127111,0.00103718097597278,0.00107917544874328,0,0.000469429685942211,0.000616735986802686,0.000454264281693205,0.000139264494348495
"PWY0-1061",0.00527676929706357,0.00512227012530676,0.00219575331619024,0.00472830168956873,0.00392442319316065,0.00258194627278415,0.00332216743666469,0.00430085243181138,0.00449929225247023,0.00552953972364606,0.00423177932235895,0.00444992619423201,0.0052215136441008,0.00554816054020355,0.000394778614509675,0.00395385005570342,0.00421778078945277,0.00592911395415187,0.00461085684114932,0.00462404900818098,0.00527341619917119,0.00315982556670223,0.00348370478738475,0.00377547533246218,0.00363134267926698,0.00629159336767314,0.00457919027642768,0.00415340086950178,0.0051239945865536,0.00415778052368989,0.00496293657261735,0.00602452250010815,0.0029244259715155,0.00422783457199607,0.00262546532847276,0.00395067326015115,0.00467195316927555,0.00461573337512571,0.00247776324191485,0.00308177826597447,0.00366183770483954,0.00303211534128442,0.00343434203537251,0.00354615766685441,0.00292764884559743
"PWY0-1241",0.00140115381571132,0.00226646722869909,0.00134063383077758,0.00197498031296185,0.00176712358148387,0.00289871029925069,0.00148364859309586,0.00211380317509095,0.00240269454932679,0.00164241775589422,0.0015660649744181,0.00184069802755777,0.00153052094773683,0.00125914907131583,0.00404355760302391,0.00168996666580208,0.00220424206205139,0.00104626125412476,0.00271841444479772,0.00231549849775019,0.00248546811332557,0.00189952686839414,0.0015887786674232,0.00273602238638042,0.0020298074559985,0.0018384812870331,0.00230747695193734,0.00275792404649778,0.00161342806326044,0.00249365405299892,0.00288564996948514,0.00246451970286993,0.00224792392386068,0.00307608382188889,0.00182146631359537,0.00323059647057703,0.00359843348878807,0.00345559800168015,0.00236598299767078,0.00141461775148014,0.003110878896353,0.0013222056535445,0.00320580072930525,0.00159827267687579,0.00211896431771743
"PWY0-1261",0.00621270571517354,0.00689673254019503,0.00483733707684854,0.00506237037599037,0.00531902886165244,0.00441016782467077,0.00520738504140648,0.00576190178166008,0.00511844468868568,0.0063918891911609,0.00583808739845763,0.00501476055313951,0.00618263239130621,0.00632817476842672,0.00357911229738606,0.0054962322064601,0.00561259261312966,0.00610504662521889,0.00493396966216175,0.0059006459424241,0.00673916003879298,0.00586856687250423,0.00497895993487995,0.00536518153295325,0.00595967324927564,0.00716674276445322,0.005670596287934,0.00566425554092105,0.005773156527998,0.00601966071091174,0.00629734191863556,0.00650837813198469,0.00509355806936726,0.00613482480775659,0.00485208157795045,0.00505961389322464,0.00599797319395776,0.00572767307017378,0.00489387929926106,0.00494338539243957,0.00450106874344612,0.00526970588034182,0.00503267812902979,0.00514954624653875,0.00490532173921674
"PWY0-1296",0.00127078130405885,0.000416664467021549,0.000116421441562474,0.0032307391516062,0.00137728472835534,0.00147404192229433,0.000882293584262654,0.0018906997009875,0.00286620913892522,0.00112486981783969,0.000816704567516732,0.00175783542763164,0.000739446463199371,0.000770731099654134,0.000632476152724899,0.00186115237350083,0.00263301228845664,0.000491728233975495,0.0014221399607966,0.00198364845183503,0.00212419825340263,0.00130004974022859,0.000939897451204861,0.0014288465612511,0.000940332692935389,0.000383079253674884,0.00252876927977585,0.000730021690135385,0.000266291355953217,0.00199036379979847,0.000684564522694184,0.00105199820416198,0.00176322615059227,0.00099456858299895,0.000625359256723978,0.00236060393912556,0.000629786526130697,0.000386185397760196,0.00233962158450533,0.000892979762683313,0.000518823074445684,0.00118529040859893,0.00155904891809932,0.00214950183853301,0.00105072502888606
"PWY0-1297",0.0027523069964985,0.00251091511856651,0.000691874136965033,0.00328297322708542,0.00177602549795054,0.00131306020264873,0.00198004166160755,0.00284921979514419,0.00314138254270383,0.00298308338780739,0.001916101196863,0.00251809894329998,0.00296380606529512,0.00282619082522211,0.00055562730905142,0.00214828778428211,0.00317731810506659,0.00303179889880439,0.00227404925777993,0.00225511874355232,0.00380531165560568,0.00214967267353957,0.00258342758846893,0.00254804288930963,0.00222915211819485,0.00244900448269811,0.00314674005916841,0.00141478691870499,0.00261216313738351,0.00341137761040788,0.00248766448016205,0.00274242699953973,0.00241621786485451,0.00241426940037379,0.00163466410975164,0.00263128512601327,0.00250135042331739,0.00250981952165091,0.00260430013941567,0.00111272589383383,0.000841056958688206,0.0015249875489953,0.00200702878313533,0.00210799449405769,0.000932276310602566
"PWY0-1298",0.00148689823232853,0.00149912625222378,0.000601002891148913,0.00304771590260417,0.00145790581905957,0.0012325937453254,0.000845100828316574,0.00178682314082904,0.00246922567544296,0.00121301014136749,0.00151398590624196,0.00224302484490786,0.00177627413925387,0.000724507341107802,0.000447837262132401,0.00145663419670004,0.00222619712681014,0.000990254449473166,0.00188477590264568,0.00166332597116523,0.00229746223292904,0.00139493008234445,0.001806151325042,0.00166312549298175,0.000836534617143214,0.000985908361252436,0.00260413729111346,0.000700928022834173,0.00172177954974892,0.00251185361784409,0.00108739216581605,0.00187118637923884,0.00192660192536632,0.00087674688508823,0.00139618379665331,0.00229020295718286,0.00121470011938766,0.000897350271318713,0.00232076435789593,0.00096220819157196,0.000709888516547261,0.00128928479463591,0.00172226019866608,0.00193526020159828,0.0007686179942028
"PWY0-1319",0.00724654762738233,0.0074940127183383,0.0076517312785292,0.00716266073905492,0.00704466008903167,0.00742893320717284,0.00731646654318128,0.00761228377317855,0.00700358582971006,0.0073353792165171,0.00747355477565816,0.00752325086303902,0.00746265212279167,0.0075017109644758,0.00834195488476142,0.00739917334327122,0.00714533331278466,0.00743163865275463,0.00718490641765465,0.00682717149024553,0.00753867639319115,0.00791280555914107,0.0069342071114723,0.00743482610067678,0.00788163234711775,0.00776877414393193,0.00701556349271386,0.00782250646862742,0.00716855975725139,0.00731244792472275,0.00782381431873102,0.00685703126338318,0.00711521590674146,0.00801455971858587,0.00777535431549349,0.00728376992899617,0.00767578001282751,0.00805060247164018,0.0076626133822816,0.00737868764091661,0.00786621381137442,0.00706824902529967,0.00735313444782665,0.00689461682303512,0.00794414412187611
"PWY0-1338",7.47920193842879e-05,0,0,0,0,0,0,0,0,0,0,0,2.46011756121017e-06,0,0,0,0,0.000136465487515594,0.00200807197543923,0.000193012446382706,0,0,0,0.00044971361278328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-1415",0.00045353960417722,0.000147578827375113,0.00324922096118088,0.00218062878480479,0.000298266835275056,0.000761686347514146,0.000976280698794681,0.00218552933974167,0.00222661212969848,0.000820828302328516,0.00110179455987362,0.00219451140477145,0.000305759813403517,0.000757038352587955,0.00194689431561485,0.00218235619090278,0.00165973924038261,0.000355709986342484,0.00150777950668626,0.00125635171868566,0.0014221932462114,0.00176594144915058,0.00197264846175154,0.00171589855352666,0.00158736399424506,0.000860263380399623,0.00200693540043989,0.00154409470293113,0.000970636612444833,0.00208480717308976,0.000457067445347564,0.00104383646623781,0.00151116877905124,0.000764598926775814,0.00289482704094744,0.0016001403745236,0.00165479576472268,0.00327622403669857,0.00194012256410742,0.00133681612743486,0.00181016797601674,0.00030193649744635,0.000843120675690625,0.00148023427871032,0.00104010724401688
"PWY0-1479",0.00433146834056822,0.00501896783132722,0.00264233063318408,0.00281704836836722,0.00385260666869873,0.00210015954237281,0.00318431438417435,0.00406284731062975,0.00271467697051621,0.00423237600224755,0.00396041793842257,0.00327114159396862,0.00414812970984097,0.00420426223466645,0.00310170483545407,0.00395260064707896,0.00351168480518206,0.00407187846714289,0.00330123189773087,0.00436563580046909,0.00427850478299942,0.00373329950600855,0.003380730538562,0.00316807215273151,0.00404880568506182,0.00532455559057341,0.00324801589682041,0.00397413968326594,0.00387221511484311,0.00356908554824136,0.00456888847002497,0.00452621035882228,0.00324934478874001,0.00390313614919514,0.00327727371913795,0.00389556818398208,0.00412893156291603,0.00389108617455306,0.00256489113112592,0.002376352347732,0.00296768817100828,0.00303344718634906,0.002904265897238,0.00266101099641148,0.00214776591580796
"PWY0-1533",0.00162012990202279,0,0,0,0.000656363288930387,0.00190023742279182,0.000290933595222949,0.000404436447061719,0.000905293911270741,0.000791645023254479,0.000606944195267755,0,0,0.000365739964589441,0.000968143892578222,0,0.00127424189570976,0.000428122642256282,0.00266135873969508,0.000807720749634061,0.000665033723264692,0.000535482471886241,0.000293180344382739,0.0012182231044381,0.000385493783471728,0.00120162232759387,0.000848561911458457,0.000517992379812678,0.000800017654986269,0.00012143091476237,0,0.00108262768787816,0.00154339844187842,0,0.000469172600750403,0.000390180962806828,0.000357407195688562,0,0.000925195898342547,0.00135247019320341,0.000378276107217751,0.00273903266815938,0.000991352043083065,0.00265175960670777,0.000394194763927678
"PWY0-1586",0.00605073867619326,0.00624356887104871,0.00382953048019844,0.00361314349766134,0.00477035823046702,0.00368866486430638,0.00631916559078586,0.00512419994936251,0.00485152519575428,0.00680283872272802,0.00574225605284242,0.00361134778873964,0.00737807744495912,0.00688183815595286,0.00510099336075044,0.00449697395164692,0.00466529526309829,0.00700272537913036,0.0039191900055176,0.00474537065627183,0.00590642438066219,0.00530495980579566,0.00513147128269623,0.00467455972779419,0.00578571408499523,0.007829990663356,0.0055704781282449,0.00525585536513433,0.00568345814195309,0.0054746770306188,0.00591191999442168,0.00584726517879652,0.00487011737514552,0.0060141587307882,0.00343060332070268,0.00369125600618203,0.00529992109723028,0.00550370495243287,0.00490718991524811,0.00474626063670657,0.00385484808191695,0.00502129520612311,0.0043246035592597,0.00298940315137351,0.00480458567387061
"PWY0-162",0.00722291250092667,0.00804295671882745,0.00750662780009642,0.00647664699456034,0.00744280327159214,0.00708527091895201,0.00781655482804913,0.0068797114539164,0.00678278911047471,0.00748772040758993,0.00752802415685733,0.00686716310820445,0.00772554244918637,0.00757287922379534,0.00736489958012219,0.00722544655607606,0.00675443606925644,0.00747431290333879,0.00586286658360403,0.00680250096624736,0.00721620013384459,0.00747071420112405,0.00707932424302542,0.00669591503439081,0.00740069494290306,0.00767889663627416,0.00702277543940824,0.00761134534559093,0.00744672421079773,0.00699693332416442,0.00765634769317855,0.00713775301438069,0.0069214759740966,0.00788499780026915,0.00716633509040333,0.00683138766011857,0.00738622123132041,0.00676934954345413,0.00755231354709799,0.00730749431137577,0.00719412474208641,0.00699081343344298,0.00739433632567433,0.00646356639621254,0.0077660986970273
"PWY0-166",0.00436743032704691,0.00466896882921257,0.00521444591724284,0.00456630711096659,0.005025054012123,0.00523852526816586,0.00491677702618501,0.00466860637134199,0.0050211853069815,0.00446399755722196,0.00492376385253861,0.0045479428063539,0.00468942329108558,0.00467637171433957,0.00575741638376917,0.00423699410950855,0.00448218358452265,0.00444983704009198,0.00462259076721579,0.00403334988965796,0.00392450725184774,0.00513136045813472,0.00464821425041303,0.00470752188299349,0.00522876680145555,0.00378951648062531,0.00474963637936261,0.00581867693946308,0.00446552096273093,0.0048188045597103,0.00487985664652972,0.0038492600091611,0.0046947087445016,0.00501431185094623,0.00491542803549574,0.00505013276595476,0.005487670842307,0.00479797969333147,0.00549809137140625,0.00498846232467705,0.00575394627792131,0.00459321243446199,0.00543730655727704,0.00436002015905026,0.00565660989072831
"PWY0-321",0.000251711016246532,0,0,0,0,0,0,0,0.000100088340929296,0,0,0,0.000111688863518593,0,0,1.59899145538843e-05,0,0.000389178300882654,0.0017151243095988,0.000442419588111445,0,0,7.0133489509512e-05,0.000220322840873774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY0-41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015098212644947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87348464144855e-05,0,0
"PWY0-42",0.000427640505307793,0.00129477925041714,0.000647237503431028,0.000961435284755501,0.00135972444947232,0.00102330823047989,0.000191978126056619,0.00052380646460712,0.000800163245382388,0.000737763058823587,0.000588715138524604,0.000762146700698977,0.000754289740171279,0.000250107326660234,0.000700953699140754,0.00183423032558734,0.000916523123772213,0.000339024098922824,0.00156629664333295,0.00186413597447634,0.00112238989068653,0.000379176984847125,0.000951276704727899,0.00122170331672177,0.000648327555816172,0.000315399272968807,0.00140453009489843,0.000427645717833096,0.000682397575357899,0.000989672224643609,0.000572076302606332,0.00113507683293807,0.00111417997387414,0.00034227370924772,0.000616245834430136,0.00137425551563432,0.000582128549524731,0.000728350214249925,0.000758419646205899,0.000508142131821026,0.000331466271286542,0.000395059819870478,0.00150339082258348,0.000906891080176666,0.000492672777832483
"PWY0-781",0.00354568800353666,0.00198844454173055,0.00387381556831847,0.00431796564112027,0.0034834852040359,0.00385965729862159,0.00315717964675038,0.00386853892657282,0.00365757554312993,0.0030591585514762,0.00344137996206031,0.00390818528751145,0.00298140086711331,0.00284238822324098,0.00460675531185846,0.00380180161866653,0.00391672054496634,0.00280503376445903,0.00430669551172537,0.00451942598328016,0.00319792267371845,0.00304991586245219,0.0032226177614977,0.00332067857007995,0.00290432337241636,0.00318573027633188,0.0031949849531984,0.00368967632002584,0.00329446332234661,0.00348066620201927,0.00239426780267584,0.00324701061289545,0.00325905763961375,0.00264860122535872,0.00407000503464617,0.00326132594573738,0.00193360633519874,0.00215037631308835,0.00322941947869544,0.00346776640225739,0.00354314963979377,0.00377246525843124,0.0024256100063595,0.0037880269900544,0.00330261468376258
"PWY0-845",0.000515770353652959,0.000300518656213016,0,0.000948685640740122,0.000866538191557629,0.00162716595324129,0,0.00142920721872935,0.00136253855528092,0.000811105637322564,0.0003538836913318,0.000200377508602721,0.00113511682299495,0.000399961081319926,0.000682037710742572,0.000585177102176794,0.00109370740542798,0.000515108170071803,0.00310877830496522,0.00112166463921418,0.000100063154511874,0.000724764689863174,0.00139383267539901,0.000935949657525699,0.000369722703851751,0.000870863254155098,0.00136082560461757,0.000115702810026885,0.000613502038892712,0.000727502710049135,0.000266237014248642,0.0024161408869134,0.00166583870691456,7.47686721599363e-05,0.000449622235351526,0.00121437679804203,0.000441818705253903,7.1242756538181e-05,0.000533454703115632,0.000443906074285528,9.38553441625608e-05,0.00101318223020872,0.000674708561515689,0.00198231808386528,0.0001214433004789
"PWY0-862",0.00406361005379034,0.00488281604731657,0.0051934671796135,0.00465046392356273,0.00512149080907296,0.00635169357106405,0.00660921620530104,0.00287621075252664,0.00280847131219676,0.00277132623768804,0.004009057069979,0.00438975226728605,0.00365950322125293,0.00421865601971174,0.00595275909933251,0.00522449696959926,0.00359698536945823,0.00314736719482837,0.00633047511162242,0.00546956176647653,0.00291570855357126,0.0043574590688798,0.00508476406006785,0.00403402036679153,0.00375635466731158,0.00254421932941377,0.00329739095964183,0.0032271163915576,0.00358166214590838,0.00368661207445014,0.00472482566336414,0.0035784642682503,0.00400460425321809,0.0024895984951516,0.00582493622123409,0.00475857333534352,0.00331461686850793,0.0033528059375436,0.00263583190023388,0.00423416992442604,0.00604552123229338,0.00773032120749356,0.004920497610795,0.00455377314752757,0.00429869520108231
"PWY1G-0",0,4.9960057845854e-05,0.0009491787438685,0.000183457895045495,8.9398632339069e-05,0,0.000103804195712192,0,0,0,3.20261832188316e-05,0.000306316132332583,0,5.99420004181272e-05,0.000454204578291743,0,3.37530769538152e-05,0,0,0,0,0.000179473537092162,0.000547602007187996,1.40393723919771e-05,0.000334312199111131,7.95160584351267e-05,0,2.83211426627947e-05,0,0,8.74382283603778e-05,0,0,0,0.00081296144106061,0,0,0,0,0.000309141091017205,0,0,0,0,0
"PWY490-3",0.00314379552768672,0.00321942130214102,0.000668761747113339,0.00108379529323472,0.00139078110743487,4.88068615944288e-05,0.00184169547949595,0.00202475775824037,0.000381569332233637,0.00303721481410999,0.00238542093810368,0.00146535884677372,0.00246080564221363,0.00314826289907904,0,0.00150328155770641,0.00157038892845042,0.00305143109335022,0.000768975395618583,0.00204702842430177,0.00277659458911817,0.00156010463354526,0.00147676318181574,0.00128021848603654,0.00248587898796533,0.00483267941509563,0.00130282025312516,0.00188676218222108,0.00255214653599714,0.00160060396290375,0.00230596153148821,0.00320202796988033,0.00109454744786103,0.00198159778752323,0.00110544697397132,0.000516779255738183,0.002602232182379,0.00288037699290015,0.000280505150929042,0.00113531918245995,0.000644989643409804,0.00188430261194724,0.000829000992700203,0.00148211044795115,0.00047729190976261
"PWY4FS-7",0.0063057587003913,0.00606535901471266,0.00662580437197092,0.00633872179488108,0.00581723575166941,0.00510991603950704,0.00560145861197034,0.00675794268240241,0.00566802142578684,0.00613986922757512,0.00624851234831628,0.00660174543188227,0.00597099572642518,0.0065419358409037,0.00698240657384004,0.00631491468323192,0.006133874827031,0.00659867296737944,0.00620496896691131,0.00587287145633724,0.00656895289247739,0.00648667255662948,0.00557799548958679,0.00589634087528519,0.00660679696392346,0.00653051744042213,0.00570119738333348,0.007289741701069,0.00607252003200304,0.00599975317581242,0.00672934912446151,0.00593683892527208,0.00528996989683961,0.00682650336356661,0.00650624599774367,0.0063820811962998,0.00699485103473564,0.00750083761920031,0.00609349545675403,0.00595517870226483,0.00721048776947345,0.00530596963743673,0.0063610310291492,0.00549990653428247,0.00675950705181648
"PWY4FS-8",0.0063057587003913,0.00606535901471266,0.00662580437197092,0.00633872179488108,0.00581723575166941,0.00510991603950704,0.00560145861197034,0.00675794268240241,0.00566802142578684,0.00613986922757512,0.00624851234831628,0.00660174543188227,0.00597099572642518,0.0065419358409037,0.00698240657384004,0.00631491468323192,0.006133874827031,0.00659867296737944,0.00620496896691131,0.00587287145633724,0.00656895289247739,0.00648667255662948,0.00557799548958679,0.00589634087528519,0.00660679696392346,0.00653051744042213,0.00570119738333348,0.007289741701069,0.00607252003200304,0.00599975317581242,0.00672934912446151,0.00593683892527208,0.00528996989683961,0.00682650336356661,0.00650624599774367,0.0063820811962998,0.00699485103473564,0.00750083761920031,0.00609349545675403,0.00595517870226483,0.00721048776947345,0.00530596963743673,0.0063610310291492,0.00549990653428247,0.00675950705181648
"PWYG-321",0.00460373296967967,0.00540292644612472,0.00590034366907461,0.00518084404683511,0.00570479416679096,0.00707804374225292,0.00728418112714105,0.00329047373151942,0.00322701237306506,0.0031964523565182,0.00457643292436769,0.0049563171420026,0.00418378558081614,0.00475390090451853,0.00661105192243332,0.00582262457534712,0.00408248817669986,0.00359139133443191,0.00697684946627582,0.0060126305189652,0.00332464364009305,0.0049097619374324,0.00573939372552704,0.00450228056803332,0.00412272676165216,0.00294184399699688,0.00373960643472801,0.00370554755980421,0.0041003820296642,0.00414983970375866,0.00524297314574574,0.00404644162650399,0.00454551318518544,0.00278241273290024,0.00655628271377052,0.00526744273418981,0.00378741000531806,0.00381668954964377,0.0030548814923176,0.00486005114773251,0.0066094127080848,0.0085342327608561,0.00546800233611456,0.00518742458576273,0.00486654288880871
"PYRIDNUCSAL-PWY",0.00262968904288225,0.00172579885480228,0.00281134838006182,0.00279759430265837,0.00282825643349926,0.00322074662438368,0.0018841375262552,0.0023402653221852,0.00342376626294511,0.0020618045359622,0.00238589065299481,0.0034702068639333,0.00286374297120964,0.00124876843863936,0.00211872096510002,0.00281262788062942,0.00339202582499363,0.00156982585995989,0.00346907087936785,0.00305788482693455,0.00298649709498544,0.00342014572602424,0.00282072257409338,0.002941586090969,0.00334294068537746,0.00237359548600613,0.00265042962573996,0.00260650548259917,0.00221112966674005,0.00273278923550025,0.00200081634768396,0.00283434122508686,0.0031205446113696,0.00172422187288968,0.00274768748547576,0.00279405596479166,0.00335098959849429,0.00360782959462708,0.00324782820132881,0.00352835996765946,0.00368850165363806,0.00289340175178015,0.00249941466289184,0.00323633517325981,0.00270356627428452
"PYRIDNUCSYN-PWY",0.00502143089463327,0.00501847186650823,0.00491232540462581,0.00467609392260143,0.00444340059084578,0.00425963379066589,0.00476426506593775,0.00486495800607781,0.00543167421532998,0.00505716615823925,0.00524604838622529,0.00501259809606891,0.00502344643333385,0.00545653053411212,0.00595080669672566,0.00455489876338266,0.00531285297719886,0.00517481122898605,0.00434140385294366,0.00434160154525919,0.00564074760916903,0.0051481768455599,0.00454750450613497,0.00535864181516224,0.00554841957137003,0.00605609058811222,0.00565423431232817,0.00590944602576296,0.00492495158373417,0.0057408910810083,0.0057211608743359,0.00525627860111762,0.00476359446273129,0.00579780047321777,0.00505992474760901,0.00552363706196198,0.0060106886878058,0.00546335332175632,0.00626418920823289,0.00475636607537765,0.00520092907502275,0.00417433071956135,0.00495211242409768,0.00437273785220037,0.00510487181554413
"PYRIDOXSYN-PWY",0.00139670051136108,0.00184468401123884,0,0.00411046101533686,0.00267991202341022,0.00340304171641219,0.000198779735907337,0.00191834475027497,0.00400470164209063,0.00209815363100877,0.000425539188209854,0.00352915245408668,0.00382668574927662,0.0016695187328263,0.00171257415727794,0.00315273455416708,0.00366648119020032,0.00223699730054729,0.00375083939002317,0.00366251749296883,0.00382515597744721,0.00126246190856175,0.00270245038496502,0.00398469017676545,0.00204592312161652,0.00213319033876723,0.0044228315604816,9.39497004181339e-05,0.00282306878508693,0.0042808773315399,0.00230760548197901,0.0037076501296366,0.00313583995080592,0.000833237546171675,0.000799197240115625,0.00377228386592138,0.00296009560088237,0.00317785473865648,0.00423920345357955,0.00247589952205703,0.00321075600762527,0.00196047824868234,0.00348626448293337,0.00317549785544148,0.00177298133144262
