"","F01.21.GEL","F01.21.WAT","F04.21.GEL","F04.21.SED","F04.21.WAT","F07.20.COR","F07.20.GEL","F07.20.SED","F07.20.WMS","F07.21.COR","F07.21.GEL","F07.21.SED","F07.21.WAT","F09.21.GEL","F09.21.SED","F09.21.WAT","F09.21.WMS","F10.20.GEL","F10.20.SED","F10.20.WAT","F10.20.WMS","SSt1.1A.COR","SSt1.1A.GEL","SSt1.WMS","SSt2.1B.COR","SSt2.1B.GEL","SSt2.WMS","SSt3.1C.COR","SSt3.1C.GEL","SSt3.WMS","SSt4.1D.COR","SSt4.1D.GEL","SSt4.WMS","SSt5.2C.COR","SSt5.2C.GEL","SSt5.WMS","SSt6.2D.COR","SSt6.2D.GEL","SSt6.WMS","WSt1.1A.04.GEL","WSt1.1A.COR","WSt2.1A.05.GEL","WSt2.1C.COR","WSt3.1A.06.GEL","WSt3.2C.COR"
"ASV331",0,0,0.0108087961237421,0,0,0,0,0,0,0,0.0128976784178848,0,0,0,0,0,0,0,0,0,0,0,0.035135582010582,0,0,0,0,0,0.0169665809768638,0,0,0,0.0278754721896574,0,0,0,0,0,0,0,0,0,0,0,0
"ASV83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063971031985516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140542328042328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600162206001622,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901577761081893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV468",0.0155176799796489,0,0,0,0,0,0,0,0,0,0,0,0,0.00972986813468186,0,0,0,0,0,0,0,0,0,0,0,0.0191216642151713,0,0.0104046242774566,0,0,0,0.0235198702351987,0,0,0,0,0,0,0,0,0,0.0138261100771072,0,0.00756803958666861,0
"ASV1004",0.00228949376748919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343938091143594,0,0,0,0,0
"ASV42",0.0171712032561689,0,0.0442601565411852,0,0,0,0.0360473457675753,0,0,0,0.0106047578102608,0,0,0.0236845474331072,0,0,0,0,0,0,0,0,0.0237268518518519,0,0,0,0,0,0.0266066838046272,0,0,0,0,0,0.0695994049516523,0,0,0,0,0.0299871023215821,0,0.0792342462111141,0,0.084121670790278,0
"ASV729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121387283236994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014336917562724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403803569102514,0,0,0,0,0,0,0,0,0,0,0,0
"ASV674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120202446225221,0,0,0,0.0114686951433587,0,0,0,0
"ASV349",0.00305265835665225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273863334219622,0,0,0
"ASV190",0,0,0,0,0,0,0,0,0.0032117695814339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006193907217798,0,0,0,0,0,0.0109634980007739,0,0,0.00859710824540836,0,0,0,0,0,0,0,0,0,0,0,0
"ASV762",0,0,0,0,0,0,0,0,0,0,0,0.00471956975085062,0,0,0,0,0,0,0,0,0,0.00994406463642014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110609809343618,0
"ASV147",0.00852200457898753,0.0260025062656642,0,0,0,0,0,0,0,0.016304347826087,0,0,0.0454334724153917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV898",0,0,0,0.00633147113594041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188946015424165,0,0,0.0168694241686942,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV593",0,0.018796992481203,0,0,0.0234335201222618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV388",0,0.0222431077694236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV691",0,0,0,0,0,0,0,0,0,0,0,0.0102074415541653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181878306878307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV476",0,0,0.0149086843086098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV834",0,0,0,0,0,0.00622314416950659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978868862647607,0,0,0,0,0,0,0,0,0,0,0,0.0113352545629203,0,0,0,0,0,0,0,0,0,0,0
"ASV68",0,0,0,0.056610800744879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543816034804226,0,0,0.0195091252359975,0,0,0.0216763005780347,0,0,0.0210076553320278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV714",0,0,0.0033544539694372,0,0,0,0,0,0,0,0.00143307537976498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743810434597811,0,0,0,0,0,0.0102984201287303,0.00518479127891518,0,0,0.00155763239875389
"ASV790",0,0,0,0,0,0,0,0,0,0,0,0.00471956975085062,0,0,0,0,0,0,0,0,0.0107121303560652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV494",0,0,0,0,0,0,0,0,0,0,0.0147129072322537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV487",0,0,0,0,0,0,0,0,0.0161624533775383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV529",0,0,0,0,0,0,0,0,0,0.0132246376811594,0.00620999331231489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017230510611473,0,0,0,0,0,0,0,0,0.0120072255870789,0,0,0,0,0,0,0,0,0,0
"ASV936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518509586398167,0,0
"ASV460",0,0,0,0,0,0,0,0,0,0,0.0157638291774147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462166809974205,0,0,0,0,0
"ASV543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537403267411866,0,0,0.0143494513445074,0,0
"ASV481",0,0,0,0,0,0,0,0,0.0164732697886448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV945",0.00432459933859069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665044606650446,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225709372312984,0,0,0,0,0
"ASV477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138051044083527,0,0,0.00539273153575616,0,0,0.00252592395639458,0,0,0
"ASV1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372241425152885,0,0,0
"ASV226",0,0,0.0379239657100261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039209435766656,0,0,0,0,0,0,0,0,0,0
"ASV580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114531794026022
"ASV1041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361271676300578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV24",0,0,0,0,0,0,0,0.0232558139534884,0.109096560298384,0,0,0,0,0,0.0112334801762115,0,0,0,0,0,0,0,0,0,0,0,0.0184235682627966,0,0,0.00451438152973043,0,0,0.00924840432460597,0,0,0,0,0,0,0,0,0,0,0,0
"ASV648",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133145563948278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305903172797371,0,0,0.0137307725732163,0,0,0,0,0,0.0465025400547089,0,0,0.0348027842227378,0,0,0,0,0,0,0,0,0
"ASV516",0,0,0,0.0130353817504655,0,0,0,0,0,0,0,0.0160245856656788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV967",0.00470618163317222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV359",0,0,0,0,0,0,0,0,0.00828843762950684,0,0,0,0,0,0,0,0.015271838729383,0,0,0,0.046016898008449,0,0,0.0343825053722665,0,0,0.0110367602329017,0,0,0.0122533212949826,0,0,0.00872736746124788,0,0,0.0129930394431555,0,0,0.00715123094958968,0,0,0,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147891755821271,0,0,0,0,0,0,0.00356853203568532,0,0,0,0,0,0,0,0.0106405846947549,0.0139262726740784,0,0.0137465332207886,0,0
"ASV837",0,0,0.00782705926202013,0,0,0,0,0,0,0,0,0,0,0.00793752400460888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531773464504121,0.00422042686603159,0,0
"ASV782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153943483762126,0,0,0,0,0,0,0,0
"ASV232",0,0,0,0,0,0,0,0,0.0049730625777041,0,0,0,0,0,0,0,0,0,0.0408602150537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040048057669203,0,0,0,0,0,0,0
"ASV317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033716594157862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321319486866219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228538283062645,0,0,0,0,0,0,0,0,0
"ASV416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276101388050694,0,0,0.018708127923145,0,0,0.00417137394629356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103848503359805,0,0,0,0,0,0,0.025028441410694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV106",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563308155165792,0,0,0,0,0,0,0,0.0282784338098198,0,0,0.0719005663939585,0,0,0.0397398843930636,0,0,0,0,0,0.0122958693563881,0,0,0.0430198228595529,0.0202242691229475,0,0.00978073946689596,0.0150965476887068,0,0,0,0
"ASV606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851521164021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130621693121693,0.0102389078498294,0,0.0084051271275478,0.00312853045972017,0,0.00308483290488432,0,0,0.010705596107056,0,0.0186359269932757,0.0109446392519392,0,0,0.0512615138165799,0,0,0,0,0,0,0
"ASV538",0,0,0,0.0134078212290503,0,0,0,0,0,0.00561594202898551,0,0.00943913950170124,0,0.00857764690820638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV160",0.0287458661918087,0,0,0,0,0,0.0564921090387374,0,0,0,0,0,0,0.0245807194981436,0,0,0.0111178985949908,0.0225394440270473,0,0,0,0,0.0207506613756614,0,0,0.0170203824332843,0,0.0338150289017341,0.0523136246786632,0.0109634980007739,0,0.0515815085158151,0,0,0,0,0,0.0198237885462555,0,0,0,0,0.0142288677197637,0,0.0307861462341946
"ASV235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158904971680302,0,0,0,0,0,0.0329357308171622,0,0,0,0,0,0,0,0,0,0.0231714452896431,0,0,0,0
"ASV842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303375047402351,0,0,0,0,0,0.00451438152973043,0,0,0,0,0,0.00719257540603248,0,0,0.00527549824150059,0,0,0,0,0,0
"ASV611",0,0,0,0,0,0,0,0.013953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV436",0,0.0245927318295739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV382",0,0,0,0,0.0376974019358125,0,0,0,0,0,0,0,0.0298253747488796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00636574074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782132614930043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV925",0,0,0,0.00546244568590937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360631104432757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911814510876645,0,0,0,0,0,0,0,0,0,0,0,0
"ASV867",0,0,0,0,0,0,0,0,0,0,0.00296168911818095,0,0,0,0,0,0,0.00841472577009767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111767186840995,0,0,0,0,0,0,0,0
"ASV373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296018031555222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV618",0,0,0,0.0139044072004966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV291",0,0,0,0,0,0,0,0.00568475452196382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV244",0.00699567540066141,0,0.0104360790160268,0,0,0.00637131426878056,0,0,0,0.0226449275362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332904884318766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671960904092853,0,0,0,0,0,0,0,0,0,0.00634396454332146,0,0,0,0,0,0,0,0,0.0125290023201856,0,0,0.0082063305978898,0,0,0,0,0,0
"ASV154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489857250187829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV768",0,0,0,0,0,0,0,0.0382428940568475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004816656308266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416592487092754,0,0,0,0,0,0,0,0,0.0103181427343078,0,0,0,0,0
"ASV711",0.0111930806410583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV117",0,0,0,0,0,0,0,0,0.0376087857438873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV686",0,0,0.0177972418934029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403782807353097,0,0,0,0,0,0,0,0,0,0
"ASV421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149636243386243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV991",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435283574446294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV531",0,0,0,0,0,0.0140761594310268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220633934120572,0,0,0.0182504719949654,0,0,0,0,0,0,0,0,0,0,0,0.0253057781526782,0,0,0,0,0,0,0,0
"ASV830",0,0,0,0,0,0,0.0114777618364419,0,0,0,0.00286615075952995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545634920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573434757167934,0,0,0,0
"ASV496",0,0,0,0,0,0,0,0.0155038759689922,0,0,0,0,0,0,0,0,0,0,0.0437275985663082,0,0,0,0,0,0,0,0,0.0221098265895954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048776455026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816203143893591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV437",0.0222589671839227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360631104432757,0,0,0,0,0,0,0,0,0.0144260015642652,0,0,0,0,0,0,0,0,0,0,0,0.0180539273153576,0,0,0,0,0,0
"ASV205",0,0,0,0,0,0,0,0.0129198966408269,0,0,0,0,0,0,0.0592511013215859,0,0,0,0,0,0.00633675316837658,0,0,0.0240171912526861,0,0,0.00112974711045451,0,0,0.050303108474139,0,0,0.0192783639442491,0,0,0.00788863109048724,0,0,0.0131301289566237,0,0,0,0,0.00654926502692476,0
"ASV253",0,0,0,0,0,0.0202993036005334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219653179190751,0,0,0.0452198682570767,0,0,0.00288184438040346,0,0,0,0,0,0.00236457437661221,0,0.00558362137729327,0,0,0.00375664284405351
"ASV563",0,0,0,0,0,0,0,0,0,0,0,0,0.0197805594189461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187861271676301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV151",0,0.0198934837092732,0,0,0.0255985736118186,0,0,0,0,0.0182971014492754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256551218618288
"ASV848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552699228791774,0,0,0.00989456609894566,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545634920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705515851200293
"ASV188",0,0,0.0278606038017145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200892857142857,0,0,0,0,0,0,0,0,0,0,0,0.011688449686537,0,0,0,0,0,0,0,0,0,0
"ASV432",0,0,0,0.0218497827436375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270324389267121,0,0,0,0,0,0,0
"ASV595",0,0,0,0,0,0.017780411912876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV132",0,0,0,0,0,0,0,0,0,0,0,0.0184392492591373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172690048068364,0,0,0,0,0,0,0,0,0.0180567497850387,0,0.0127625631480989,0.0291812371879899,0,0
"ASV371",0,0,0.00959746552366754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064484126984127,0,0,0,0,0,0,0,0,0,0,0,0.0210392094357667,0,0,0,0,0,0,0,0,0,0
"ASV789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156387665198238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV454",0,0,0,0,0.021268466632705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145953757225434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295214418893723,0,0,0.00235997482693518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV415",0,0,0,0.0227188081936685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325575786808151,0.0180468636297482,0
"ASV776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678028220634048
"ASV395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230910201588271,0,0,0,0.00512975256487628,0,0,0,0,0,0,0,0,0.00154778795305043,0,0,0,0,0,0.00904872389791183,0,0,0,0,0,0,0,0,0
"ASV594",0,0,0.0111815132314573,0,0,0,0.00430416068866571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945576801849128,0,0,0,0,0,0,0,0.0107588856868396,0,0,0,0,0,0,0,0,0,0,0
"ASV485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620039682539683,0,0,0,0,0,0,0,0,0,0,0,0.0102008288173414,0,0,0,0,0,0,0,0,0.00887789259205356,0
"ASV408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219080687830688,0,0,0,0,0,0,0,0,0,0,0,0.0272022101795771,0,0,0,0,0.0176268271711092,0,0,0,0,0
"ASV1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200716845878136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV396",0.0125922157211905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121874343349443,0,0.0092485549132948,0.00501285347043702,0,0,0,0,0,0,0,0,0.0216259511413696,0,0,0.0221181977764775,0,0,0,0.00549752611324904
